date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
2025-01-24,,SP-KA08-SSA006,SP-KA08-SSO006,SP-KA08-SSP006,KAWASAKI,W 800,19-25,1801,SAE 15,130 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0892,POS. 1 - 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,EJ800,e1*168/2013*00141
2025-02-27,,SP-KA08-SSA010,SP-KA08-SSB010,SP-KA08-SSC010,KAWASAKI,Z 800 E,13-15,1294,SAE 10,130 MM,,25 MM,NOT ADJUSTABLE,8 KLICKS OPEN,,1733,POS 3,12 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,e4*2002/24*2909*02
2025-02-25,UD,,,,KAWASAKI,KZ 1000  (A2/A2A),1978,,,,,,,,,,,,,,,,,
2019-12-11,,SP-KA10-SSA036,,,KAWASAKI,Z 1000 abs,17-20,1231,SAE 15,100 MM,5 TURNS IN FROM MIN,26 MM,3 TURN OPEN,1 TURN OPEN,LEFT SIDE MEASURE AIRCHAMBER WITHOUT PRELOAD UNIT,,,,,,,,,
2025-02-25,UD,,,,KAWASAKI,KZ 1000 (A1),1977,1913,SAE 15,220 MM,NOT ADJUSTABLE,30 mm,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
,,,SP-KA09-SOB002,SP-KA09-SOC002,KAWASAKI,GPZ 900 R (NO ANTO DIVE) 41mm fork WITH OHLINS SHOCK,90 >,0247,"SAE 7,5",150 MM,NOT ADJUSTABLE,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0182,POS. 4 = 20 MM,12 MM,NOT ADJUSTABLE,5 TO 11 CLICKS,,ZX 900A7,ZX900A7,
2024-10-03,,SP-KA08-SSA008,,,KAWASAKI,VN 800 DRIFTER (VN800-C/E),99-05,1577,SAE 10,160 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE THE ORIGINAL 100MM PRELOAD BUSH,,,,,,,,VN 800,e1*92/61-00008/00
2016-12-15,,SP-KA08-SSA004,,,KAWASAKI,Z 800 (also abs) (not E),15-16,1294,SAE 15,120 MM,3 RINGS OUT,25 MM,NOT ADJUSTABLE,10 KLICKS OPEN,mount with the conical side up,,,,,,,,,
,,SP-KA10-SSA005,SP-KA10-SSB005,SP-KA10-SSC005,KAWASAKI,Z 1000,03-06,0846,SAE 20,130 MM,3 RINGS OUT +/- 1R,23 MM,NOT ADJUSTABLE,0.5-1.5 T OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,0847,18 MM,12 MM,NOT ADJUSTABLE,1 T OPEN,,,ZRT00A,e1*92/61*0172
2017-11-29,L,SP-KA10-SSA033,SP-KA10-SSB033,SP-KA10-SSC033,KAWASAKI,Z 1000 SX (NINJA 1000) 25MM LOWER (abs)(HPA),14-16,0621,SAE 10,100 MM,VS MINIMAL,40 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1652,HPA min,40 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2017-11-29,,SP-KA10-SSA032,SP-KA10-SSB032,SP-KA10-SSC032,KAWASAKI,Z 1000 SX (NINJA 1000) ABS (HPA),14-16,1493,SAE 10,100 MM,5 TURNS IN FROM MIN,24 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1301,HPA,12 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2025-01-24,,SP-KA10-SSA040,SP-KA10-SSB040,SP-KA10-SSC040,KAWASAKI,ZX 10 R,21-25,1371,SAE 10,140 MM,7 turns in,20-25 mm,2 turns out,"2,5 turns out",,0549,13 mm (*),12MM,"1,5 turns out","2,5 turn out",(*) MEASURE PRELOAD 13MM AFTER MOUNTING THE SPRING ON THE SHOCK(REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN,,ZXT02LL,e4*168/2013*00141
2024-01-08,,SP-KA10-SSA042,,,KAWASAKI,ZX 10 RR,21-24,1371,SAE 10,140 MM,7 turns in,20-25 mm,2 turns out,"2,5 turns out",,,,,,,,,,
2025-01-24,,SP-KA09-SSA017,SP-KA09-SSB017,SP-KA09-SSC017,KAWASAKI,Z 900 RS (also cafe),18-25,1142,SAE 10,140 MM,2 TURNS IN FROM MIN,25 MM,10 KLICKS OPEN,5 KLICKS OPEN,,1543,10-12 MM,12 MM,NOT ADJUSTABLE,"1,5 TURN OPEN",,,,
2015-03-19,L,,SP-KA10-SSB027,,KAWASAKI,ZX 10 R 25 MM LOWER,11-15,,,,minimal,,,,MOUNT THE FORK 10 MM THROUGH THE TRIPLE CLAMP,1327,8 MM(*),45 MM,,1 turn open,(*) MEASURE PRELOAD  8MM AFTER MOUNTING THE SPRING ON THE SHOCK(REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN,,,
2025-03-17,,SP-KA10-SSA037,SP-KA10-SSB037,SP-KA10-SSC037,KAWASAKI,VERSYS 1000 (S) (not for SE model),19-24,1756,"SAE 7,5",110 MM,mid,28 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!! Left fork needs tool HP-T62,1543,HPA STANDARD,15 MM,NOT ADJUSTABLE,1 T OPEN,,"Left fork needs tool HP-T62 ,extend with a tube wrench (or remove outertube)",ZT00C,e4*168/2013*00086
2025-03-17,L,,SP-KA10-SSB038,,KAWASAKI,VERSYS 1000 (S) 25mm lower (not for SE model),19-24,,"SAE 7,5",110 MM,Minimal,35-40 MM,NOT ADJUSTABLE,6 KLIKS OPEN,RAISE THE FORK 20MM THROUGH THE TRIPLE CLAMP.MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP,1622,HPA min,40 MM,NOT ADJUSTABLE,1 T OPEN,,,ZT00C,e4*168/2013*00086
2025-01-24,L,SP-KA10-SSA041,SP-KA10-SSB041,SP-KA10-SSC041,KAWASAKI,ZX 10 R 25MM LOWER,21-25,1434,SAE 10,140 MM,minimal,30-35 mm,3 turns out,3 turns out,MOUNT THE FORK 10MM THROUGH THE TRIPLE CLAMP,1541,5 MM,35 MM,3 turns out,3 turns out,,,ZXT02LL,e4*168/2013*00141
2025-02-25,UD,,,,KAWASAKI,KZ 1000 LTD (B1/B2/B3/B4),77-80,,,,,,,,,,,,,,,,,
2019-01-07,,SL-KA10-SSA015,,,KAWASAKI,"VERSYS 1000 LINEAR 8,5 N/mm",12-18,1262,SAE 10,110 MM,4 RINGS OUT,30 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,,,,,,,,,
2023-10-06,,SL-KA10-SSA014,,,KAWASAKI,Z 1000 LINEAR 10 N/mm,07-13,1169,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2019-01-07,,SL-KA10-SSA018,,,KAWASAKI,VERSYS 1000 LINEAR 10 N/mm,12-18,1265,SAE 10,110 MM,5 RINGS OUT,27 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,,,,,,,,,
2016-10-25,,SL-KA10-SSA005,,,KAWASAKI,ZX 10 R LINEAR 10 N/mm,06-15,1168,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,,,,,,,,,
2023-10-06,,SL-KA10-SSA012,,,KAWASAKI,"Z 1000 LINEAR 9,50 N/mm",07-13,1133,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2023-10-06,,SL-KA10-SSA010,,,KAWASAKI,Z 1000 LINEAR 9 N/mm,07-13,1132,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2016-10-25,,SL-KA10-SSA004,,,KAWASAKI,"ZX 10 R LINEAR 9,75 N/mm",06-15,1162,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,,,,,,,,,
2019-01-07,,SL-KA10-SSA017,,,KAWASAKI,"VERSYS 1000 LINEAR 9,5 N/mm",12-18,1264,SAE 10,110 MM,5 RINGS OUT,28 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,,,,,,,,,
2023-10-06,,SL-KA10-SSA009,,,KAWASAKI,"Z 1000 LINEAR 8,75 N/mm",07-13,1302,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2015-11-06,,SP-KA10-SSA029,SP-KA10-SSB029,SP-KA10-SSC029,KAWASAKI,Z 1000 abs,14-16,1231,SAE 15,100 MM,5 TURNS IN FROM MIN,26 MM,3 TURN OPEN,1 TURN OPEN,LEFT SIDE MEASURE AIRCHAMBER WITHOUT PRELOAD UNIT,1068,11 MM,16 MM,NOT ADJUSTABLE,"1,5 T OPEN",,,,
2023-10-06,,SL-KA10-SSA011,,,KAWASAKI,"Z 1000 LINEAR 9,25 N/mm",07-13,1303,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2015-10-16,UD,SP-KA10-SSA028ud,,,KAWASAKI,NINJA H2,15-16,1144?,,,,,,,,1376/0620 ?,,,,,di size pinched to 54?,,ZT00NNA,
,,SL-KA10-SSA008,,,KAWASAKI,ZX 10 R LINEAR 10 N/mm,04-05,1244,"SAE 7,5",120 MM,6 RINGS OUT +/- 1R,23 MM,10-12 CLICKS OPEN +/- 1,7 - 9 CLICKS OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
,,SL-KA10-SSA007,,,KAWASAKI,"ZX 10 R LINEAR 9,5 N/mm",04-05,1243,"SAE 7,5",120 MM,6 RINGS OUT +/- 1R,23 MM,10-12 CLICKS OPEN +/- 1,7 - 9 CLICKS OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2023-10-06,,SL-KA10-SSA013,,,KAWASAKI,"Z 1000 LINEAR 9,75 N/mm",07-13,1304,SAE 15,110 MM,5 TURNS OUT,23 MM,1 TURN OPEN,"1,5 TURN OPEN",MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
2016-10-25,,SL-KA10-SSA003,,,KAWASAKI,"ZX 10 R LINEAR 9,5 N/mm",06-15,1131,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,,,,,,,,,
,,SP-KA10-SSA006,SP-KA10-SSB006,SP-KA10-SSC006,KAWASAKI,ZX 10 R,04-05,1091,"SAE 7,5",150 MM,6 RINGS OUT +/- 1R,23 MM,10-12 CLICKS OPEN +/- 1,7 - 9 CLICKS OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,0379,,10 MM,3T OPEN +/- 1T,"1,5 T OPEN +/- 1T",MEASURE PRELOAD 15 MM AFTER MOUNTING THE SPRING ON THE SHOCK (REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN BECAUSE OF REBOUND SPRING.,,ZXT00C,
2016-10-25,,SL-KA10-SSA002,,,KAWASAKI,"ZX 10 R LINEAR 9,25 N/mm",06-15,1130,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,,,,,,,,,
2016-10-25,,SL-KA10-SSA001,,,KAWASAKI,ZX 10 R LINEAR 9 N/mm,06-15,1129,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,,,,,,,,,
,,SL-KA09-SSA003,,,KAWASAKI,"ZX-9R NINJA LINEAR 9,5 N/mm",94 - 95 <,1247,SAE 10,110 MM,2 RINGS,28 MM,5 TO 7 CLICKS OPEN,3 TO 7 CLICKS OPEN,,,,,,,,,ZX900B,
,,SL-KA10-SSA006,,,KAWASAKI,ZX 10 R LINEAR 9 N/mm,04-05,1242,"SAE 7,5",120 MM,6 RINGS OUT +/- 1R,23 MM,10-12 CLICKS OPEN +/- 1,7 - 9 CLICKS OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L = 100,,,,,,,,,
,,SP-KA10-SSA017,SP-KA10-SSB017,SP-KA10-SSC017,KAWASAKI,ZX 10 R,08-10,1414,SAE 5,140 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,,1154+RING,15 MM (*),10 MM,"2,5 T OPEN +/- 1 T",2T OPEN +/- 1 T,(*) MEASURE PRELOAD 15MM AFTER MOUNTING THE SPRING ON THE SHOCK(REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN . ADD RING ON LA,FOR REAR :1 X RING 30*17*3,ZXT40C,e4*1560*
,,SP-KA10-SSA007,SP-KA10-SSB007,SP-KA10-SSC007,KAWASAKI,ZX 10 R,06-07,1144,SAE 5,150 MM,4 RINGS OUT +/-1R,23 MM,7-9 K OPEN (+/- 1),4-6 K OPEN +/- 1,MOUNT SPRINGS WITH CONICAL SIDE UP AND USE STANDARD BUSH L=100,1154+RING,15 MM (*),10 MM,"2,5 T OPEN +/- 1 T",2T OPEN +/- 1 T,(*) MEASURE PRELOAD 15MM AFTER MOUNTING THE SPRING ON THE SHOCK(REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN . ADD RING ON LA,FOR REAR :1 X RING 30*17*3,ZXT00D,
,,SP-KA10-SSA008,SP-KA10-SSB008,SP-KA10-SSC008,KAWASAKI,Z 1000,07-09,1138,SAE 15,110 MM,5 TURNS IN FROM MIN,24 MM,NOT ADJUSTABLE,2 TURNS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,0847,18 MM,12 MM,NOT ADJUSTABLE,1 T OPEN,,,ZRT00B,e1*1275*
2013-02-14,,SP-KA10-SSA009,,,KAWASAKI,GPZ 1000 RX,86-89,1581,"SAE 7,5",140 MM,,35 MM,,,,,,,,,,,ZXT00A,D 994
,,SP-KA10-SSA010,,,KAWASAKI,Z 1000 MKII,79-80,2012,SAE 15,140 MM,,,,,,,,,,,,,KZT00A,B 233
,,SP-KA10-SSA011,,,KAWASAKI,Z 1000 J,81-83,2004,SAE 10,140 MM,,,,,,,,,,,,,KZT00J,C 048
,,SP-KA10-SSA012,,,KAWASAKI,Z 1000 R,82>,1049,SAE 10,140 MM,,,,,,,,,,,,,KZT00R,C 048
,,SP-KA10-SSA013,,,KAWASAKI,Z 1000 ST,79,1030,SAE 10,160 MM,,,,,,,,,,,,,KZT00E,B 232
2023-08-14,UD,SP-KA10-SSA030ud,SP-KA10-SSB030ud,SP-KA10-SSC030ud,KAWASAKI,ZX 10 R,16-20,,,,,,,,,,,,,,,,,
,,SP-KA10-SSA015,,,KAWASAKI,ZL 1000,85>,1049,SAE 10,150 MM,,,,,,,,,,,,,ZL900A,
2019-01-07,,SL-KA10-SSA016,,,KAWASAKI,VERSYS 1000 LINEAR 9 N/mm,12-18,1263,SAE 10,110 MM,4 RINGS OUT,29 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,,,,,,,,,
2013-11-28,,SP-KA10-SSA018,SP-KA10-SSB018,SP-KA10-SSC018,KAWASAKI,Z 1000,10-13,1138,SAE 15,110 MM,5 TURNS IN FROM MIN,24 MM,1 TURN OPEN,1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1459,11 MM,12 MM,NOT ADJUSTABLE,"1,25 T OPEN",,,ZRT00DD,e4*2002/24*2374
2013-11-28,L,SP-KA10-SSA019,SP-KA10-SSB019,SP-KA10-SSC019,KAWASAKI,Z 1000 20 mm LOWER,10-13,1294,SAE 15,90 MM,MINIMAL,45 MM,1 TURN OPEN,1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1210,4 MM,33 MM,NOT ADJUSTABLE,"1,25 T OPEN",,,ZRT00DD,e4*2002/24*2374
2017-11-29,L,SP-KA10-SSA020,SP-KA10-SSB020,SP-KA10-SSC020,KAWASAKI,Z 1000 SX (NINJA 1000) 25MM LOWER (abs)(no HPA),11-13,0621,SAE 10,100 MM,VS MINIMAL,40 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1210,POS 1,40 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2017-11-29,,SP-KA10-SSA021,SP-KA10-SSB021,SP-KA10-SSC021,KAWASAKI,Z 1000 SX (NINJA 1000) (abs) (no HPA),11-13,1493,SAE 10,100 MM,5 TURNS IN FROM MIN,24 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1459,POS 1-2,12 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2012-06-20,,SP-KA10-SSA022,SP-KA10-SSB022,SP-KA10-SSC022,KAWASAKI,VERSYS 1000,12-14,1542,SAE 10,110 MM,5 RINGS OUT,28 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,1543,HPA STANDARD,12 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2015-09-28,,SP-KA10-SSA023,SP-KA10-SSB023,SP-KA10-SSC023,KAWASAKI,ZX 10 R,11-15,1414,SAE 5,150 MM,34 clicks,25 MM,"3,25 Turn OPEN","4,5 Turn OPEN",AIRCHAMBER 150 MM MEASURED WITHOUT SPRING AND DAMPING SECTION,0549,15 MM(*),15 MM,H,1 T OPEN,(*) MEASURE PRELOAD 15MM AFTER MOUNTING THE SPRING ON THE SHOCK(REBOUND SPRING) MEASURE SPRING BEFORE MOUNTING AND AFTER MOUNTING ON SHOCK AGAIN,,,
2018-02-05,,SP-KA10-SSA024,SP-KA10-SSB024,SP-KA10-SSC024,KAWASAKI,VERSYS 1000,15-18,1542,SAE 10,110 MM,5 RINGS OUT,28 MM,NOT ADJUSTABLE,6 KLIKS OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD 100MM  PRELOAD BUSH!!,1543,HPA STANDARD,12 MM,NOT ADJUSTABLE,1 T OPEN,,,ZT00B,e4*2002/24*3111
2015-02-26,L,SP-KA10-SSA025,SP-KA10-SSB025,SP-KA10-SSC025,KAWASAKI,VERSYS 1000 25mm lower,12-14,0428,SAE 10,110 MM,7 RINGS OUT,45 MM,NOT ADJUSTABLE,6 KLIKS OPEN,RAISE THE FORK 20MM THROUGH THE TRIPLE CLAMP.MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP.,1622,HPA min,35-40 MM,NOT ADJUSTABLE,1 T OPEN,,,,
2018-02-05,L,SP-KA10-SSA026,SP-KA10-SSB026,SP-KA10-SSC026,KAWASAKI,VERSYS 1000 25mm lower,15-18,0428,SAE 10,110 MM,7 RINGS OUT,45 MM,NOT ADJUSTABLE,6 KLIKS OPEN,RAISE THE FORK 20MM THROUGH THE TRIPLE CLAMP.MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP,1622,HPA min,35-40 MM,NOT ADJUSTABLE,1 T OPEN,,,ZT00B,e4*2002/24*3111
,,SP-KA10-SSA014,,,KAWASAKI,Z1 R,1978,2012,SAE 15,150 MM,,,,,,,,,,,,,KZT 00D,
2025-04-01,,SP-KA11-SSA011,SP-KA11-SSB011,SP-KA11-SSC011,KAWASAKI,Z 1100 SX (NINJA 1100),25-26,1493,SAE 10,100 MM,8 TURNS IN FROM MIN,24 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1301,HPA,12 MM,NOT ADJUSTABLE,1 T OPEN,,,,
,,SP-KA11-SSA006,,,KAWASAKI,GPZ 1100 (34MM),82,2004,SAE 10,140 MM,,,,,,,,,,,,,KZT10B,
2025-04-01,L,SP-KA11-SSA012,SP-KA11-SSB012,SP-KA11-SSC012,KAWASAKI,Z 1100 SX (NINJA 1100) 25mm LOWER,25-26,0621,SAE 10,100 MM,VS MINIMAL,40 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1652,HPA min,40 MM,NOT ADJUSTABLE,1 T OPEN,,,ZXT00W,e4*168/2013*00034
2015-10-28,,SL-KA12-SSA006,,,KAWASAKI,ZX - 12R NINJA LINEAR 10 N/mm,02-05,1244,SAE 5,120 MM,4 RINGS OUT,30 - 35 MM,2 T OPEN,1.5 T OPEN,FRONT SPRING   PINCHED SIDE UP,,,,,,,,,
2012-03-21,,SL-KA14-SSA002,,,KAWASAKI,"ZZR 1400  ZX-14 LINEAR 9,5 N/mm",06-11,1411,SAE 5,90 MM,5 RINGS OUT,28 MM,10 KLICKS,5-6 KLICKS,PINCHED SIDE UP/USE ORIGINAL 100 MM PRELOAD BUSH,,,,,,,,ZXT40C,
2014-02-27,,SP-KA12-SSA003,SP-KA12-SSB003,SP-KA12-SSC003,KAWASAKI,ZZR 1200,02-05,0864,SAE 5,140 MM,4 - 5 RINGS OUT,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 115mm spacer / mount the pinched side up,0865,POS. 2 - 3,10 MM,NOT ADJUSTABLE,POS. 3 - 4,,,ZRT20,
,,SP-KA11-SSA007,,,KAWASAKI,GPZ 1100,83,2080,SAE 15,150 MM,,,,,,,,,,,,,ZX 1100 B2,
,,SP-KA11-SSA008,,,KAWASAKI,GPZ 1100 (32MM),83>,2060,SAE 10,130 MM,,,,,,,,,,,,,ZX 1100 B1,
,,SP-KA11-SSA009,,,KAWASAKI,Z 1100 SPECTRE,81-83,2084,SAE 15,140 MM,,,,,,,,,,,,,,
2015-10-28,,SL-KA12-SSA005,,,KAWASAKI,"ZX - 12R NINJA LINEAR 9,5 N/mm",02-05,1243,SAE 5,120 MM,4 RINGS OUT,30 - 35 MM,2 T OPEN,1.5 T OPEN,FRONT SPRING   PINCHED SIDE UP,,,,,,,,,
2015-10-28,,SL-KA12-SSA004,,,KAWASAKI,ZX - 12R NINJA LINEAR 9 N/mm,02-05,1242,SAE 5,120 MM,4 RINGS OUT,30 - 35 MM,2 T OPEN,1.5 T OPEN,FRONT SPRING   PINCHED SIDE UP,,,,,,,,,
,,SL-KA12-SSA003,,,KAWASAKI,ZX - 12R NINJA LINEAR 10 N/MM,00-01,1244,SAE 10,120 MM,3 - 4 RINGS OUT,30 MM,10 +/- 4 CLICKS OPEN,3 +/- 2 CLICKS OPEN,FRONT SPRING   PINCHED SIDE UP,,,,,,,,,
,,SL-KA12-SSA002,,,KAWASAKI,"ZX - 12R NINJA LINEAR 9,5 N/MM",00-01,1243,SAE 10,120 MM,3 - 4 RINGS OUT,30 MM,10 +/- 4 CLICKS OPEN,3 +/- 2 CLICKS OPEN,FRONT SPRING   PINCHED SIDE UP,,,,,,,,,
2014-02-27,,SP-KA12-SSA004,SP-KA12-SSB004,SP-KA12-SSC004,KAWASAKI,ZX - 12R NINJA,02-05,1090,"SAE 2,5",130 MM,4 RINGS OUT,30 - 35 MM,2 T OPEN,1.5 T OPEN,FRONT SPRING PRO SIDE DOWN  PINCHED SIDE UP,0644,15 +/- 3 MM,9 MM,3 T OPEN,2.5 T OPEN,,,,
,,,SP-KA11-SSO002,SP-KA11-SSP002,KAWASAKI,ZEPHYR 1100 (A1) / Z 1100,92-06,0064,SAE 15,160 MM,,24 MM,,,USE STANDARD PRELOAD BUSH (L=125 MM),0248,POS. 1-3,12 MM,POS. +/- 2,POS. +/- 2,SHOCKSPRING = BLACK(TWIN),,ZRT10A,F 989
,,,SP-KA11-SOD002,SP-KA11-SOE002,KAWASAKI,ZEPHYR 1100 (A1) WITH OHLINS STEREO SHOCKS,92-06,0064,SAE 15,160 MM,,24 MM,,,USE STANDARD PRELOAD BUSH (L=125 MM),0280,28 TO 32 MM,12 MM,AS DESIRED,AS DESIRED,,,ZRT10A,
,,SP-KA11-SSA010,SP-KA11-SSD010,SP-KA11-SSE010,KAWASAKI,ZEPHYR 1100 RS,96-02,1383,SAE 15,150 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=185 MM),0248,POS. 1-3,12 MM,POS. +/- 2,POS. +/- 2,TWIN SHOCK,ACTIVE,,
2014-01-24,,SP-KA12-SSA002,SP-KA12-SSD002,SP-KA12-SSE002,KAWASAKI,ZRX 1200 R/S,01-03,0829,SAE 15,180 MM,4 RINGS OUT +/-1R,23 MM,6 CLICKS OPEN,4 CLICKS OPEN +/- 1,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE DOWN AND USE STD. BUSH L = 115,0830,POS. 1 -2,10 MM,POS. 1,POS. 2 - 3,,,ZRT20,
